Modo de Envio,Segmento,Cidade,Estado,Código Postal,Região,Categoria,Subcategoria,Vendas,Quantidade,Desconto,Lucro
Classe Padrão,Home Office,Tampa,Florida,33614,Sul,Itens de Escritório,Ficharios,5.328,2,0.7,-3.552
Classe Padrão,Home Office,Tampa,Florida,33614,Sul,Mobílias,Mobiliário,258.072,3,0.2,0.0
Classe Padrão,Home Office,Tampa,Florida,33614,Sul,Técnologia,Acessórios,617.976,3,0.2,-7.7247
Classe Padrão,Corporativo,Santa Clara,California,95051,Oeste,Itens de Escritório,Papel,10.56,2,0.0,4.752
Segunda Classe,Consumidor,Chicago,Illinois,60610,Central,Itens de Escritório,Papel,25.92,5,0.2,9.396
Segunda Classe,Consumidor,Chicago,Illinois,60610,Central,Mobílias,Mobiliário,419.68,5,0.6,-356.728
Segunda Classe,Consumidor,Chicago,Illinois,60610,Central,Mobílias,Mobiliário,11.688,3,0.6,-4.6752
Segunda Classe,Consumidor,Chicago,Illinois,60610,Central,Técnologia,Telefones,31.984,2,0.2,11.1944
Segunda Classe,Consumidor,Chicago,Illinois,60610,Central,Mobílias,Mesas,177.225,5,0.5,-120.513
Segunda Classe,Consumidor,Chicago,Illinois,60610,Central,Mobílias,Mobiliário,4.044,3,0.6,-2.8308
Segunda Classe,Consumidor,Chicago,Illinois,60610,Central,Itens de Escritório,Arte,7.408,2,0.2,1.2038
Segunda Classe,Home Office,Lakeville,Minnesota,55044,Central,Mobílias,Cadeiras,2001.86,7,0.0,580.5394
Segunda Classe,Home Office,Lakeville,Minnesota,55044,Central,Itens de Escritório,Armazenamento,166.72,2,0.0,41.68
Segunda Classe,Home Office,Lakeville,Minnesota,55044,Central,Itens de Escritório,Papel,47.88,6,0.0,23.94
Segunda Classe,Home Office,Lakeville,Minnesota,55044,Central,Itens de Escritório,Eletrodomésticos,1503.25,5,0.0,496.0725
Segunda Classe,Home Office,Lakeville,Minnesota,55044,Central,Itens de Escritório,Papel,25.92,4,0.0,12.4416
Segunda Classe,Consumidor,San Francisco,California,94109,Oeste,Mobílias,Cadeiras,321.568,2,0.2,28.1372
Classe Padrão,Consumidor,San Diego,California,92037,Oeste,Itens de Escritório,Papel,7.61,1,0.0,3.5767
Classe Padrão,Consumidor,San Diego,California,92037,Oeste,Técnologia,Acessórios,3347.37,13,0.0,636.0003
Primeira Classe,Consumidor,New York City,New York,10024,Leste,Itens de Escritório,Armazenamento,80.58,6,0.0,22.5624
Primeira Classe,Consumidor,New York City,New York,10024,Leste,Itens de Escritório,Envelopes,361.92,4,0.0,162.864
Classe Padrão,Corporativo,Chicago,Illinois,60623,Central,Mobílias,Mobiliário,12.132,9,0.6,-8.4924
Classe Padrão,Corporativo,Chicago,Illinois,60623,Central,Itens de Escritório,Armazenamento,82.368,2,0.2,-19.5624
Classe Padrão,Corporativo,Chicago,Illinois,60623,Central,Itens de Escritório,Armazenamento,53.92,5,0.2,4.044
Classe Padrão,Corporativo,Chicago,Illinois,60623,Central,Técnologia,Telefones,647.904,6,0.2,56.6916
Segunda Classe,Consumidor,New York City,New York,10009,Leste,Técnologia,Acessórios,20.37,3,0.0,6.9258
Segunda Classe,Consumidor,New York City,New York,10009,Leste,Itens de Escritório,Armazenamento,221.55,3,0.0,6.6465
Segunda Classe,Consumidor,New York City,New York,10009,Leste,Itens de Escritório,Ficharios,17.52,5,0.2,6.132
Classe Padrão,Corporativo,Pasadena,Texas,77506,Central,Itens de Escritório,Eletrodomésticos,1.624,2,0.8,-4.466
Segunda Classe,Corporativo,Houston,Texas,77036,Central,Técnologia,Máquinas,3059.982,3,0.4,-509.997
Segunda Classe,Corporativo,Houston,Texas,77036,Central,Técnologia,Máquinas,2519.958,7,0.4,-251.9958
Classe Padrão,Consumidor,Chicago,Illinois,60610,Central,Técnologia,Telefones,328.224,4,0.2,28.7196
Classe Padrão,Consumidor,Brentwood,California,94513,Oeste,Técnologia,Acessórios,79.9,2,0.0,35.156
Classe Padrão,Corporativo,Chapel Hill,North Carolina,27514,Sul,Itens de Escritório,Arte,14.016,3,0.2,4.7304
Classe Padrão,Consumidor,Morristown,New Jersey,7960,Leste,Itens de Escritório,Fixadores,7.56,6,0.0,0.3024
Classe Padrão,Corporativo,Cincinnati,Ohio,45231,Leste,Itens de Escritório,Armazenamento,37.208,1,0.2,-7.4416
Classe Padrão,Corporativo,Cincinnati,Ohio,45231,Leste,Itens de Escritório,Envelopes,57.576,3,0.2,21.591
Segunda Classe,Corporativo,San Francisco,California,94110,Oeste,Itens de Escritório,Armazenamento,725.84,4,0.0,210.4936
Primeira Classe,Consumidor,San Francisco,California,94109,Oeste,Técnologia,Acessórios,209.93,7,0.0,92.3692
Primeira Classe,Consumidor,San Francisco,California,94109,Oeste,Mobílias,Mobiliário,5.28,3,0.0,2.3232
Primeira Classe,Consumidor,San Francisco,California,94109,Oeste,Itens de Escritório,Ficharios,10.92,3,0.2,4.095
Primeira Classe,Corporativo,Inglewood,California,90301,Oeste,Itens de Escritório,Papel,8.82,2,0.0,4.0572
Primeira Classe,Corporativo,Inglewood,California,90301,Oeste,Itens de Escritório,Arte,5.98,1,0.0,1.5548
Classe Padrão,Corporativo,Philadelphia,Pennsylvania,19140,Leste,Itens de Escritório,Papel,11.648,2,0.2,4.0768
Classe Padrão,Corporativo,Philadelphia,Pennsylvania,19140,Leste,Itens de Escritório,Papel,18.176,4,0.2,5.9072
Classe Padrão,Corporativo,Philadelphia,Pennsylvania,19140,Leste,Itens de Escritório,Armazenamento,59.712,6,0.2,5.9712
Classe Padrão,Corporativo,Philadelphia,Pennsylvania,19140,Leste,Itens de Escritório,Etiquetas,24.84,3,0.2,8.694
Segunda Classe,Consumidor,Houston,Texas,77070,Central,Itens de Escritório,Ficharios,2.08,5,0.8,-3.432
Segunda Classe,Consumidor,Houston,Texas,77070,Central,Técnologia,Telefones,1114.4,7,0.2,376.11
Classe Padrão,Consumidor,Los Angeles,California,90004,Oeste,Mobílias,Mesas,1038.84,5,0.2,51.942
Classe Padrão,Consumidor,Portland,Oregon,97206,Oeste,Itens de Escritório,Papel,141.76,5,0.2,47.844
Classe Padrão,Consumidor,Portland,Oregon,97206,Oeste,Técnologia,Acessórios,239.8,5,0.2,47.96
Classe Padrão,Consumidor,Portland,Oregon,97206,Oeste,Itens de Escritório,Papel,31.104,6,0.2,10.8864
Segunda Classe,Corporativo,Tamarac,Florida,33319,Sul,Itens de Escritório,Ficharios,254.058,7,0.7,-169.372
Segunda Classe,Corporativo,Tamarac,Florida,33319,Sul,Itens de Escritório,Eletrodomésticos,194.528,2,0.2,24.316
Segunda Classe,Corporativo,Tamarac,Florida,33319,Sul,Itens de Escritório,Suprimentos,961.48,5,0.2,-204.3145
Segunda Classe,Home Office,Columbus,Ohio,43229,Leste,Itens de Escritório,Fixadores,19.096,7,0.2,6.6836
Segunda Classe,Home Office,Columbus,Ohio,43229,Leste,Itens de Escritório,Etiquetas,18.496,8,0.2,6.2424
Segunda Classe,Home Office,Columbus,Ohio,43229,Leste,Técnologia,Acessórios,255.984,2,0.2,54.3966
Segunda Classe,Home Office,Columbus,Ohio,43229,Leste,Mobílias,Estantes,86.97,3,0.5,-48.7032
Primeira Classe,Corporativo,Colorado Springs,Colorado,80906,Oeste,Mobílias,Mobiliário,300.416,8,0.2,78.8592
Primeira Classe,Corporativo,Colorado Springs,Colorado,80906,Oeste,Mobílias,Cadeiras,230.352,3,0.2,20.1558
Primeira Classe,Corporativo,Colorado Springs,Colorado,80906,Oeste,Mobílias,Mobiliário,218.352,3,0.2,-24.5646
Primeira Classe,Corporativo,Colorado Springs,Colorado,80906,Oeste,Itens de Escritório,Ficharios,78.6,5,0.7,-62.88
Primeira Classe,Corporativo,Colorado Springs,Colorado,80906,Oeste,Itens de Escritório,Fixadores,27.552,3,0.2,9.2988
Classe Padrão,Corporativo,Belleville,New Jersey,7109,Leste,Itens de Escritório,Papel,32.4,5,0.0,15.552
Classe Padrão,Corporativo,Belleville,New Jersey,7109,Leste,Itens de Escritório,Armazenamento,1082.48,8,0.0,10.8248
Classe Padrão,Corporativo,Belleville,New Jersey,7109,Leste,Itens de Escritório,Papel,56.91,3,0.0,27.3168
Classe Padrão,Corporativo,Belleville,New Jersey,7109,Leste,Mobílias,Mobiliário,77.6,4,0.0,38.024
Classe Padrão,Corporativo,Belleville,New Jersey,7109,Leste,Itens de Escritório,Ficharios,14.28,1,0.0,6.5688
Classe Padrão,Consumidor,Chicago,Illinois,60623,Central,Mobílias,Mesas,219.075,3,0.5,-131.445
Segunda Classe,Corporativo,New York City,New York,10024,Leste,Mobílias,Mobiliário,26.8,2,0.0,12.864
Classe Padrão,Corporativo,Taylor,Michigan,48180,Central,Itens de Escritório,Arte,9.84,3,0.0,2.8536
Classe Padrão,Home Office,Lakewood,New Jersey,8701,Leste,Itens de Escritório,Ficharios,45.48,3,0.0,20.9208
Classe Padrão,Home Office,Lakewood,New Jersey,8701,Leste,Itens de Escritório,Arte,289.2,6,0.0,83.868
Primeira Classe,Consumidor,Arlington,Virginia,22204,Sul,Itens de Escritório,Arte,4.89,1,0.0,2.0049
Segunda Classe,Corporativo,Arvada,Colorado,80004,Oeste,Mobílias,Mobiliário,15.136,4,0.2,3.5948
Segunda Classe,Corporativo,Arvada,Colorado,80004,Oeste,Mobílias,Cadeiras,466.768,2,0.2,52.5114
Segunda Classe,Corporativo,Arvada,Colorado,80004,Oeste,Mobílias,Mobiliário,15.232,1,0.2,1.7136
Segunda Classe,Corporativo,Arvada,Colorado,80004,Oeste,Itens de Escritório,Etiquetas,6.264,3,0.2,2.0358
Classe Padrão,Corporativo,Hackensack,New Jersey,7601,Leste,Mobílias,Mobiliário,87.54,3,0.0,37.6422
Classe Padrão,Corporativo,Saint Petersburg,Florida,33710,Sul,Técnologia,Telefones,178.384,2,0.2,22.298
Classe Padrão,Corporativo,Saint Petersburg,Florida,33710,Sul,Itens de Escritório,Papel,15.552,3,0.2,5.4432
Primeira Classe,Corporativo,Philadelphia,Pennsylvania,19143,Leste,Itens de Escritório,Arte,99.136,4,0.2,8.6744
Classe Padrão,Home Office,New York City,New York,10024,Leste,Mobílias,Cadeiras,135.882,1,0.1,24.1568
Classe Padrão,Home Office,New York City,New York,10024,Leste,Técnologia,Máquinas,3991.98,2,0.0,1995.99
Classe Padrão,Home Office,New York City,New York,10024,Leste,Técnologia,Telefones,275.94,6,0.0,80.0226
Classe Padrão,Home Office,New York City,New York,10024,Leste,Técnologia,Acessórios,360.0,4,0.0,129.6
Classe Padrão,Home Office,New York City,New York,10024,Leste,Itens de Escritório,Armazenamento,43.57,1,0.0,13.071
Classe Padrão,Corporativo,Long Beach,California,90805,Oeste,Itens de Escritório,Fixadores,7.16,2,0.0,3.58
Classe Padrão,Corporativo,Hesperia,California,92345,Oeste,Itens de Escritório,Ficharios,251.52,6,0.2,81.744
Classe Padrão,Corporativo,Hesperia,California,92345,Oeste,Técnologia,Acessórios,99.99,1,0.0,34.9965
Segunda Classe,Corporativo,Murfreesboro,Tennessee,37130,Sul,Mobílias,Mobiliário,15.992,1,0.2,0.9995
Primeira Classe,Consumidor,Philadelphia,Pennsylvania,19143,Leste,Técnologia,Telefones,290.898,3,0.4,-67.8762
Primeira Classe,Consumidor,Philadelphia,Pennsylvania,19143,Leste,Itens de Escritório,Armazenamento,54.224,2,0.2,3.389
Primeira Classe,Consumidor,Philadelphia,Pennsylvania,19143,Leste,Mobílias,Cadeiras,786.744,4,0.3,-258.5016
Primeira Classe,Consumidor,Philadelphia,Pennsylvania,19143,Leste,Itens de Escritório,Etiquetas,100.24,10,0.2,33.831
Primeira Classe,Consumidor,Philadelphia,Pennsylvania,19143,Leste,Itens de Escritório,Ficharios,37.764,6,0.7,-27.6936
Segunda Classe,Consumidor,Philadelphia,Pennsylvania,19134,Leste,Técnologia,Telefones,82.8,2,0.4,-20.7
Segunda Classe,Consumidor,Philadelphia,Pennsylvania,19134,Leste,Itens de Escritório,Ficharios,20.724,2,0.7,-13.816
Segunda Classe,Consumidor,Philadelphia,Pennsylvania,19134,Leste,Itens de Escritório,Ficharios,4.896,3,0.7,-3.4272
Segunda Classe,Consumidor,Los Angeles,California,90045,Oeste,Itens de Escritório,Ficharios,4.752,1,0.2,1.6038
Segunda Classe,Consumidor,Los Angeles,California,90045,Oeste,Técnologia,Copiadoras,959.984,2,0.2,335.9944
Segunda Classe,Consumidor,Los Angeles,California,90045,Oeste,Itens de Escritório,Ficharios,14.368,4,0.2,4.49
Classe Padrão,Corporativo,San Francisco,California,94122,Oeste,Itens de Escritório,Ficharios,7.712,2,0.2,2.7956
Classe Padrão,Corporativo,San Francisco,California,94122,Oeste,Mobílias,Mesas,698.352,3,0.2,-17.4588
Segunda Classe,Consumidor,Layton,Utah,84041,Oeste,Itens de Escritório,Fixadores,4.96,4,0.0,2.3312
Segunda Classe,Corporativo,Philadelphia,Pennsylvania,19140,Leste,Itens de Escritório,Arte,17.856,4,0.2,1.116
Segunda Classe,Corporativo,Philadelphia,Pennsylvania,19140,Leste,Itens de Escritório,Ficharios,509.97,10,0.7,-407.976
Segunda Classe,Corporativo,Philadelphia,Pennsylvania,19140,Leste,Itens de Escritório,Fixadores,30.992,13,0.2,10.0724
Segunda Classe,Corporativo,Philadelphia,Pennsylvania,19140,Leste,Técnologia,Telefones,71.928,12,0.4,8.3916
Classe Padrão,Consumidor,Austin,Texas,78745,Central,Itens de Escritório,Armazenamento,88.8,4,0.2,-2.22
Classe Padrão,Consumidor,San Francisco,California,94122,Oeste,Técnologia,Telefones,47.976,3,0.2,4.7976
Classe Padrão,Consumidor,Lowell,Massachusetts,1852,Leste,Itens de Escritório,Arte,7.56,3,0.0,3.0996
Classe Padrão,Consumidor,Lowell,Massachusetts,1852,Leste,Itens de Escritório,Papel,24.56,2,0.0,11.5432
Classe Padrão,Consumidor,Lowell,Massachusetts,1852,Leste,Itens de Escritório,Arte,12.96,2,0.0,4.1472
Primeira Classe,Home Office,New York City,New York,10009,Leste,Técnologia,Acessórios,6.79,1,0.0,2.3086
Primeira Classe,Home Office,New York City,New York,10009,Leste,Itens de Escritório,Papel,24.56,2,0.0,11.5432
Primeira Classe,Home Office,New York City,New York,10009,Leste,Itens de Escritório,Ficharios,3.048,1,0.2,1.0668
Primeira Classe,Home Office,New York City,New York,10009,Leste,Itens de Escritório,Papel,49.12,4,0.0,23.0864
Primeira Classe,Home Office,New York City,New York,10009,Leste,Itens de Escritório,Ficharios,4355.168,4,0.2,1415.4296
Classe Padrão,Consumidor,New York City,New York,10035,Leste,Mobílias,Estantes,388.704,6,0.2,-4.8588
Classe Padrão,Consumidor,New York City,New York,10035,Leste,Itens de Escritório,Envelopes,8.26,2,0.0,3.7996
Classe Padrão,Consumidor,New York City,New York,10035,Leste,Itens de Escritório,Arte,17.04,4,0.0,6.9864
Classe Padrão,Consumidor,New York City,New York,10035,Leste,Itens de Escritório,Papel,34.4,5,0.0,15.824
Classe Padrão,Corporativo,Charlotte,North Carolina,28205,Sul,Itens de Escritório,Papel,36.24,5,0.2,11.325
Primeira Classe,Corporativo,Columbus,Georgia,31907,Sul,Itens de Escritório,Eletrodomésticos,647.84,8,0.0,168.4384
Primeira Classe,Corporativo,Columbus,Georgia,31907,Sul,Itens de Escritório,Etiquetas,20.7,2,0.0,9.936
Classe Padrão,Consumidor,New York City,New York,10009,Leste,Itens de Escritório,Etiquetas,20.7,2,0.0,9.936
Classe Padrão,Consumidor,New York City,New York,10009,Leste,Mobílias,Cadeiras,488.646,3,0.1,86.8704
Classe Padrão,Consumidor,New York City,New York,10009,Leste,Itens de Escritório,Arte,5.56,2,0.0,1.4456
Classe Padrão,Consumidor,New York City,New York,10009,Leste,Mobílias,Mobiliário,47.12,8,0.0,20.7328
Classe Padrão,Consumidor,San Francisco,California,94109,Oeste,Itens de Escritório,Armazenamento,211.96,4,0.0,8.4784
Mesmo Dia,Corporativo,Manchester,Connecticut,6040,Leste,Itens de Escritório,Ficharios,23.2,4,0.0,10.44
Mesmo Dia,Corporativo,Manchester,Connecticut,6040,Leste,Itens de Escritório,Suprimentos,7.36,2,0.0,0.1472
Mesmo Dia,Corporativo,Manchester,Connecticut,6040,Leste,Itens de Escritório,Armazenamento,104.79,7,0.0,29.3412
Mesmo Dia,Corporativo,Manchester,Connecticut,6040,Leste,Mobílias,Estantes,1043.92,4,0.0,271.4192
Classe Padrão,Consumidor,Harlingen,Texas,78550,Central,Itens de Escritório,Papel,25.92,5,0.2,9.396
Classe Padrão,Consumidor,Harlingen,Texas,78550,Central,Itens de Escritório,Armazenamento,53.424,3,0.2,4.6746
Classe Padrão,Consumidor,Tucson,Arizona,85705,Oeste,Itens de Escritório,Ficharios,8.16,5,0.7,-5.712
Classe Padrão,Consumidor,Tucson,Arizona,85705,Oeste,Técnologia,Acessórios,1023.936,8,0.2,179.1888
Classe Padrão,Consumidor,Tucson,Arizona,85705,Oeste,Itens de Escritório,Arte,9.24,1,0.2,0.924
Classe Padrão,Consumidor,Tucson,Arizona,85705,Oeste,Técnologia,Acessórios,479.04,10,0.2,-29.94
Primeira Classe,Corporativo,Quincy,Illinois,62301,Central,Itens de Escritório,Papel,99.136,4,0.2,30.98
Classe Padrão,Corporativo,Franklin,Massachusetts,2038,Leste,Mobílias,Mesas,1488.424,7,0.3,-297.6848
Classe Padrão,Consumidor,Houston,Texas,77095,Central,Itens de Escritório,Eletrodomésticos,8.652,3,0.8,-20.3322
Classe Padrão,Consumidor,Houston,Texas,77095,Central,Itens de Escritório,Armazenamento,23.832,3,0.2,2.6811
Classe Padrão,Consumidor,Houston,Texas,77095,Central,Itens de Escritório,Ficharios,12.176,4,0.8,-18.8728
Primeira Classe,Corporativo,San Francisco,California,94109,Oeste,Itens de Escritório,Papel,50.96,7,0.0,25.48
Primeira Classe,Corporativo,San Francisco,California,94109,Oeste,Itens de Escritório,Ficharios,49.536,3,0.2,17.3376
Segunda Classe,Corporativo,Taylor,Michigan,48180,Central,Técnologia,Acessórios,41.9,2,0.0,8.799
Classe Padrão,Consumidor,Pembroke Pines,Florida,33024,Sul,Mobílias,Mesas,375.4575,3,0.45,-157.0095
Classe Padrão,Consumidor,Pembroke Pines,Florida,33024,Sul,Técnologia,Acessórios,83.976,3,0.2,-1.0497
Classe Padrão,Corporativo,Philadelphia,Pennsylvania,19140,Leste,Técnologia,Máquinas,482.34,4,0.7,-337.638
Classe Padrão,Corporativo,Philadelphia,Pennsylvania,19140,Leste,Mobílias,Mobiliário,2.96,1,0.2,0.777
Primeira Classe,Consumidor,Cincinnati,Ohio,45231,Leste,Itens de Escritório,Arte,2.624,1,0.2,0.4264
Classe Padrão,Consumidor,New York City,New York,10009,Leste,Itens de Escritório,Ficharios,23.36,4,0.2,7.884
Classe Padrão,Consumidor,New York City,New York,10009,Leste,Técnologia,Acessórios,39.98,2,0.0,13.5932
Segunda Classe,Consumidor,Des Moines,Washington,98198,Oeste,Técnologia,Telefones,246.384,2,0.2,27.7182
Segunda Classe,Consumidor,Des Moines,Washington,98198,Oeste,Técnologia,Copiadoras,1799.97,3,0.0,701.9883
Segunda Classe,Corporativo,Peoria,Illinois,61604,Central,Itens de Escritório,Ficharios,12.462,3,0.8,-20.5623
Classe Padrão,Home Office,Las Vegas,Nevada,89115,Oeste,Itens de Escritório,Ficharios,75.792,3,0.2,25.5798
Segunda Classe,Corporativo,Warwick,Rhode Island,2886,Leste,Itens de Escritório,Armazenamento,49.96,2,0.0,9.4924
Segunda Classe,Corporativo,Warwick,Rhode Island,2886,Leste,Itens de Escritório,Papel,12.96,2,0.0,6.2208
Classe Padrão,Home Office,Jackson,Michigan,49201,Central,Itens de Escritório,Suprimentos,70.12,4,0.0,21.036
Segunda Classe,Consumidor,Houston,Texas,77036,Central,Itens de Escritório,Armazenamento,35.952,3,0.2,3.5952
Segunda Classe,Consumidor,Houston,Texas,77036,Central,Mobílias,Estantes,2396.2656,4,0.32,-317.1528
Segunda Classe,Consumidor,Houston,Texas,77036,Central,Itens de Escritório,Armazenamento,131.136,4,0.2,-32.784
Segunda Classe,Consumidor,Houston,Texas,77036,Central,Técnologia,Acessórios,57.584,2,0.2,0.7198
Primeira Classe,Consumidor,Miami,Florida,33180,Sul,Itens de Escritório,Papel,9.568,2,0.2,3.4684
Classe Padrão,Corporativo,Wilmington,North Carolina,28403,Sul,Itens de Escritório,Arte,39.072,6,0.2,9.768
Classe Padrão,Consumidor,New York City,New York,10024,Leste,Itens de Escritório,Eletrodomésticos,35.91,3,0.0,9.6957
Classe Padrão,Consumidor,San Francisco,California,94110,Oeste,Técnologia,Acessórios,179.95,5,0.0,37.7895
Classe Padrão,Consumidor,San Francisco,California,94110,Oeste,Técnologia,Copiadoras,1199.976,3,0.2,434.9913
Classe Padrão,Consumidor,San Francisco,California,94110,Oeste,Itens de Escritório,Papel,27.15,5,0.0,13.3035
Classe Padrão,Consumidor,San Francisco,California,94110,Oeste,Mobílias,Mesas,1004.024,7,0.2,-112.9527
Classe Padrão,Consumidor,San Francisco,California,94110,Oeste,Itens de Escritório,Papel,9.68,1,0.0,4.6464
Classe Padrão,Consumidor,San Francisco,California,94110,Oeste,Itens de Escritório,Etiquetas,28.35,9,0.0,13.608
Classe Padrão,Consumidor,San Francisco,California,94110,Oeste,Itens de Escritório,Papel,55.98,1,0.0,27.4302
Classe Padrão,Consumidor,San Francisco,California,94110,Oeste,Mobílias,Estantes,1336.829,13,0.15,31.4548
Classe Padrão,Consumidor,San Francisco,California,94110,Oeste,Mobílias,Cadeiras,113.568,2,0.2,-18.4548
Classe Padrão,Corporativo,Seattle,Washington,98105,Oeste,Itens de Escritório,Papel,139.86,7,0.0,65.7342
Classe Padrão,Corporativo,Seattle,Washington,98105,Oeste,Mobílias,Cadeiras,307.136,4,0.2,26.8744
Classe Padrão,Consumidor,Huntington Beach,California,92646,Oeste,Itens de Escritório,Arte,95.92,8,0.0,25.8984
Classe Padrão,Consumidor,Los Angeles,California,90004,Oeste,Mobílias,Cadeiras,383.8,5,0.2,38.38
Classe Padrão,Corporativo,Richmond,Kentucky,40475,Sul,Itens de Escritório,Papel,5.78,1,0.0,2.8322
Classe Padrão,Corporativo,Los Angeles,California,90045,Oeste,Itens de Escritório,Arte,9.32,4,0.0,2.7028
Classe Padrão,Corporativo,Los Angeles,California,90045,Oeste,Itens de Escritório,Envelopes,15.25,1,0.0,7.015
Primeira Classe,Consumidor,Louisville,Colorado,80027,Oeste,Técnologia,Acessórios,196.752,6,0.2,56.5662
Classe Padrão,Corporativo,Lawrence,Massachusetts,1841,Leste,Mobílias,Mobiliário,56.56,4,0.0,14.7056
Classe Padrão,Corporativo,Lawrence,Massachusetts,1841,Leste,Itens de Escritório,Armazenamento,32.7,3,0.0,8.502
Segunda Classe,Consumidor,Jackson,Mississippi,39212,Sul,Mobílias,Cadeiras,866.4,4,0.0,225.264
